case,latency_ms
fake_1,77.12006568908691
fake_1,57.06501007080078
fake_1,56.93197250366211
fake_1,61.73205375671387
fake_1,65.2611255645752
fake_1,57.16395378112793
fake_1,56.864023208618164
fake_1,56.93507194519043
fake_1,60.01996994018555
fake_1,61.2490177154541
fake_1,60.61887741088867
fake_1,62.123775482177734
fake_1,63.28082084655762
fake_1,68.69792938232422
fake_1,60.999393463134766
fake_1,57.43002891540527
fake_1,65.45901298522949
fake_1,62.690019607543945
fake_1,65.01507759094238
fake_1,65.58012962341309
fake_1,70.29604911804199
fake_1,61.914920806884766
fake_1,64.35585021972656
fake_1,64.06307220458984
fake_1,61.04683876037598
fake_1,69.74267959594727
fake_1,66.29610061645508
fake_1,68.21084022521973
fake_1,66.30301475524902
fake_1,62.77203559875488
fake_1,60.881853103637695
fake_1,65.08088111877441
fake_1,68.62282752990723
fake_1,64.23234939575195
fake_1,60.13178825378418
fake_1,57.84296989440918
fake_1,82.41605758666992
fake_1,59.05508995056152
fake_1,59.24201011657715
fake_1,62.69478797912598
fake_1,68.33100318908691
fake_1,61.80691719055176
fake_1,58.72988700866699
fake_1,62.86907196044922
fake_1,62.851667404174805
fake_1,61.511993408203125
fake_1,62.719106674194336
fake_1,68.98307800292969
fake_1,61.98692321777344
fake_1,61.96308135986328
fake_1,62.91031837463379
fake_1,60.08505821228027
fake_1,65.90414047241211
fake_1,62.09421157836914
fake_1,63.82489204406738
fake_1,63.76385688781738
fake_1,64.27192687988281
fake_1,58.799028396606445
fake_1,60.12606620788574
fake_1,61.29884719848633
fake_1,59.422969818115234
fake_1,61.734914779663086
fake_1,65.94371795654297
fake_1,59.178829193115234
fake_1,61.746835708618164
fake_1,63.50302696228027
fake_1,67.35515594482422
fake_1,61.640024185180664
fake_1,67.67392158508301
fake_1,66.12801551818848
fake_1,58.86697769165039
fake_1,68.37320327758789
fake_1,61.1119270324707
fake_1,60.73880195617676
fake_1,56.06889724731445
fake_1,59.432029724121094
fake_1,62.14714050292969
fake_1,64.83602523803711
fake_1,60.27507781982422
fake_1,56.57196044921875
fake_1,65.48619270324707
fake_1,63.92502784729004
fake_1,68.49098205566406
fake_1,61.738014221191406
fake_1,61.85722351074219
fake_1,60.540199279785156
fake_1,57.290077209472656
fake_1,61.20800971984863
fake_1,64.79001045227051
fake_1,59.628963470458984
fake_1,62.345027923583984
fake_1,60.774803161621094
fake_1,62.074899673461914
fake_1,61.71226501464844
fake_1,63.07411193847656
fake_1,63.200950622558594
fake_1,61.60402297973633
fake_1,60.57310104370117
fake_1,61.666011810302734
fake_1,64.75186347961426
fake_2,66.68305397033691
fake_2,59.10301208496094
fake_2,59.45301055908203
fake_2,61.40899658203125
fake_2,63.99822235107422
fake_2,60.69493293762207
fake_2,61.697959899902344
fake_2,61.287879943847656
fake_2,64.6200180053711
fake_2,56.999921798706055
fake_2,57.83796310424805
fake_2,60.34398078918457
fake_2,62.1800422668457
fake_2,60.43601036071777
fake_2,62.00695037841797
fake_2,61.65122985839844
fake_2,64.14198875427246
fake_2,64.7287368774414
fake_2,64.19181823730469
fake_2,63.49992752075195
fake_2,61.36298179626465
fake_2,64.69106674194336
fake_2,61.83624267578125
fake_2,63.935041427612305
fake_2,64.34512138366699
fake_2,63.13586235046387
fake_2,61.507225036621094
fake_2,64.59212303161621
fake_2,66.73097610473633
fake_2,68.84098052978516
fake_2,61.5231990814209
fake_2,65.80209732055664
fake_2,67.53396987915039
fake_2,65.80400466918945
fake_2,64.87202644348145
fake_2,61.47289276123047
fake_2,65.07110595703125
fake_2,65.3378963470459
fake_2,64.53609466552734
fake_2,61.33913993835449
fake_2,62.36696243286133
fake_2,59.365034103393555
fake_2,61.31935119628906
fake_2,57.38711357116699
fake_2,65.10114669799805
fake_2,63.05265426635742
fake_2,62.63279914855957
fake_2,60.92119216918945
fake_2,60.93001365661621
fake_2,67.98005104064941
fake_2,61.80882453918457
fake_2,63.577890396118164
fake_2,57.39402770996094
fake_2,57.4650764465332
fake_2,61.521053314208984
fake_2,65.40703773498535
fake_2,59.91816520690918
fake_2,69.58889961242676
fake_2,61.38801574707031
fake_2,61.39206886291504
fake_2,60.75787544250488
fake_2,57.8458309173584
fake_2,63.4160041809082
fake_2,57.698726654052734
fake_2,60.59408187866211
fake_2,58.467864990234375
fake_2,61.07640266418457
fake_2,78.13405990600586
fake_2,58.80928039550781
fake_2,64.25070762634277
fake_2,62.880754470825195
fake_2,59.908151626586914
fake_2,69.62895393371582
fake_2,58.48217010498047
fake_2,60.999155044555664
fake_2,61.31482124328613
fake_2,63.488006591796875
fake_2,69.55337524414062
fake_2,60.523033142089844
fake_2,62.01982498168945
fake_2,61.25330924987793
fake_2,59.729814529418945
fake_2,61.273813247680664
fake_2,57.16300010681152
fake_2,60.94098091125488
fake_2,60.82797050476074
fake_2,57.39617347717285
fake_2,66.29395484924316
fake_2,62.715768814086914
fake_2,58.744192123413086
fake_2,56.93507194519043
fake_2,62.20579147338867
fake_2,62.24417686462402
fake_2,61.81788444519043
fake_2,62.07895278930664
fake_2,62.90888786315918
fake_2,58.64977836608887
fake_2,60.79387664794922
fake_2,61.60616874694824
fake_2,61.39802932739258
real_1,57.001352310180664
real_1,65.5369758605957
real_1,61.6450309753418
real_1,60.81199645996094
real_1,64.42809104919434
real_1,61.12408638000488
real_1,64.76068496704102
real_1,62.42871284484863
real_1,55.95541000366211
real_1,58.795928955078125
real_1,60.877084732055664
real_1,61.83314323425293
real_1,66.37382507324219
real_1,61.35201454162598
real_1,65.11092185974121
real_1,60.31990051269531
real_1,58.65907669067383
real_1,60.93001365661621
real_1,64.4221305847168
real_1,58.61520767211914
real_1,61.13600730895996
real_1,61.57493591308594
real_1,64.59808349609375
real_1,57.1599006652832
real_1,59.43918228149414
real_1,63.80581855773926
real_1,61.96475028991699
real_1,61.1569881439209
real_1,68.65406036376953
real_1,65.48309326171875
real_1,67.98195838928223
real_1,58.08711051940918
real_1,57.93881416320801
real_1,64.67795372009277
real_1,59.9827766418457
real_1,60.76312065124512
real_1,61.10501289367676
real_1,63.24601173400879
real_1,64.50486183166504
real_1,63.15493583679199
real_1,60.35590171813965
real_1,60.72282791137695
real_1,65.28902053833008
real_1,61.03801727294922
real_1,64.82696533203125
real_1,62.42012977600098
real_1,60.952186584472656
real_1,61.42783164978027
real_1,61.361074447631836
real_1,65.84310531616211
real_1,60.08291244506836
real_1,61.077117919921875
real_1,60.537099838256836
real_1,56.9310188293457
real_1,61.347007751464844
real_1,62.52789497375488
real_1,68.48001480102539
real_1,64.67628479003906
real_1,64.73517417907715
real_1,63.38691711425781
real_1,62.5760555267334
real_1,63.07411193847656
real_1,60.794830322265625
real_1,64.78404998779297
real_1,60.75859069824219
real_1,69.03815269470215
real_1,62.65711784362793
real_1,60.67085266113281
real_1,60.986995697021484
real_1,69.79918479919434
real_1,60.655832290649414
real_1,61.04302406311035
real_1,68.3131217956543
real_1,63.111305236816406
real_1,63.55619430541992
real_1,65.45686721801758
real_1,62.42084503173828
real_1,65.2470588684082
real_1,61.13910675048828
real_1,60.53304672241211
real_1,61.26904487609863
real_1,65.78302383422852
real_1,68.44115257263184
real_1,59.84210968017578
real_1,64.99195098876953
real_1,60.21380424499512
real_1,63.185930252075195
real_1,61.9359016418457
real_1,61.83671951293945
real_1,60.32991409301758
real_1,59.737205505371094
real_1,61.20800971984863
real_1,68.36509704589844
real_1,65.11998176574707
real_1,66.35189056396484
real_1,67.04592704772949
real_1,63.53187561035156
real_1,62.615156173706055
real_1,64.35799598693848
real_1,63.76028060913086
real_2,61.305999755859375
real_2,61.507225036621094
real_2,60.54401397705078
real_2,56.688785552978516
real_2,62.020301818847656
real_2,62.77918815612793
real_2,61.51604652404785
real_2,64.2080307006836
real_2,62.63399124145508
real_2,60.102224349975586
real_2,57.260990142822266
real_2,57.45100975036621
real_2,61.00010871887207
real_2,60.7151985168457
real_2,57.52706527709961
real_2,57.505130767822266
real_2,58.59804153442383
real_2,57.266950607299805
real_2,61.27309799194336
real_2,60.311079025268555
real_2,64.73302841186523
real_2,62.10470199584961
real_2,64.90898132324219
real_2,65.55700302124023
real_2,62.97802925109863
real_2,62.99710273742676
real_2,64.94283676147461
real_2,60.279130935668945
real_2,60.690879821777344
real_2,61.20800971984863
real_2,66.00713729858398
real_2,66.69998168945312
real_2,58.030128479003906
real_2,62.284231185913086
real_2,60.43410301208496
real_2,68.6180591583252
real_2,57.14821815490723
real_2,57.981014251708984
real_2,60.624122619628906
real_2,96.77910804748535
real_2,57.18874931335449
real_2,61.82408332824707
real_2,65.18006324768066
real_2,60.462236404418945
real_2,56.722164154052734
real_2,58.6700439453125
real_2,64.6510124206543
real_2,63.735008239746094
real_2,63.4770393371582
real_2,57.396888732910156
real_2,61.495065689086914
real_2,61.18297576904297
real_2,59.32307243347168
real_2,57.60836601257324
real_2,60.385942459106445
real_2,62.152862548828125
real_2,59.96203422546387
real_2,62.51382827758789
real_2,60.938119888305664
real_2,66.37787818908691
real_2,59.127092361450195
real_2,61.09309196472168
real_2,63.879966735839844
real_2,56.838035583496094
real_2,56.83088302612305
real_2,57.13081359863281
real_2,57.372093200683594
real_2,57.92880058288574
real_2,59.89575386047363
real_2,62.91985511779785
real_2,59.17000770568848
real_2,56.45108222961426
real_2,57.047128677368164
real_2,56.26702308654785
real_2,63.803911209106445
real_2,60.63389778137207
real_2,70.28913497924805
real_2,64.22924995422363
real_2,57.008981704711914
real_2,57.93309211730957
real_2,61.244964599609375
real_2,59.93390083312988
real_2,64.85795974731445
real_2,60.02092361450195
real_2,57.656049728393555
real_2,63.829898834228516
real_2,62.53385543823242
real_2,65.21201133728027
real_2,62.116146087646484
real_2,60.8370304107666
real_2,59.80110168457031
real_2,63.78602981567383
real_2,61.589956283569336
real_2,60.19902229309082
real_2,60.660362243652344
real_2,62.339067459106445
real_2,63.63987922668457
real_2,60.76526641845703
real_2,64.87083435058594
real_2,61.49888038635254
